id,text,label
366,พวกไร้การศึกษา ตัวถ่วงความเจริญ อย่าให้มีที่ยืน,hate
367,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
368,โคตรห่วยแตก ทำตัวน่าสมเพช นะมึง,offensive
369,เทคโนโลยี AI รบกวนสอบถามหน่อยค่ะ,neutral
370,คนเห็นต่าง ต้องถูกกำจัด ในประเทศเรา,hate
371,วันนี้ไปกินข้าว ดีมากเลยครับ,neutral
372,หน้าด้าน สันดานเสีย ว่ะ,offensive
373,กลุ่มการเมือง ไม่ควรมีสิทธิในประเทศนี้ อย่าให้มีที่ยืน,hate
374,น่ารำคาญฉิบหาย สันดานเสีย ว่ะ,offensive
375,การเรียนรู้ภาษาไทย สู้ๆ นะครับทุกคน,neutral
376,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
377,หนังเรื่องนี้ สู้ๆ นะครับทุกคน,neutral
378,ไอ้สารเลว ทำตัวน่าสมเพช นะมึง,offensive
379,พวกเพศทางเลือก ตัวถ่วงความเจริญ ในประเทศเรา,hate
380,วันนี้ไปกินข้าว น่าสนใจจริงๆ,neutral
381,คนเห็นต่าง ไม่มีความเป็นคน อย่าให้มีที่ยืน,hate
382,ไอ้พวกขยะสังคม ตัวถ่วงความเจริญ บนโลกใบนี้,hate
383,ปลูกต้นไม้ ดีมากเลยครับ,neutral
384,ปลูกต้นไม้ น่าสนใจจริงๆ,neutral
385,หน้าส้นตีน วันๆ ดีแต่ปาก !!!,offensive
386,ไอ้พวกขยะสังคม มันคือเชื้อชั่ว ในสังคมไทย,hate
387,อีปลวก พูดอะไรไม่รู้เรื่อง จริงๆ,offensive
388,อากาศตอนเช้า น่าสนใจจริงๆ,neutral
389,อีปลวก วันๆ ดีแต่ปาก ว่ะ,offensive
390,การเรียนรู้ภาษาไทย ขอบคุณสำหรับข้อมูล,neutral
391,อากาศตอนเช้า สู้ๆ นะครับทุกคน,neutral
392,กระจอก ทำตัวน่าสมเพช นะมึง,offensive
393,น่ารำคาญฉิบหาย ขับรถหมาไม่รับทาน จริงๆ,offensive
394,คนเห็นต่าง มันคือเชื้อชั่ว อย่าให้มีที่ยืน,hate
395,หน้าด้าน ขับรถหมาไม่รับทาน จริงๆ,offensive
396,ปลูกต้นไม้ มีความสุขมากๆ นะ,neutral
397,เทคโนโลยี AI มีความสุขมากๆ นะ,neutral
398,เทคโนโลยี AI ขอบคุณสำหรับข้อมูล,neutral
399,ออกกำลังกาย ดีมากเลยครับ,neutral
400,กลุ่มการเมือง ตัวถ่วงความเจริญ ไปตายซะให้หมด,hate
401,พวกต่างด้าว มันคือเชื้อชั่ว ในประเทศเรา,hate
402,ไอ้สารเลว พูดอะไรไม่รู้เรื่อง ว่ะ,offensive
403,กลุ่มการเมือง ไม่มีความเป็นคน ในประเทศเรา,hate
404,ออกกำลังกาย น่าสนใจจริงๆ,neutral
405,พวกเพศทางเลือก ไม่มีความเป็นคน ไปตายซะให้หมด,hate
406,วันนี้ไปกินข้าว สู้ๆ นะครับทุกคน,neutral
407,เทคโนโลยี AI น่าสนใจจริงๆ,neutral
408,ไปไกลๆ ตีน แต่งตัวอุบาทว์ จริงๆ,offensive
409,มึงมันโง่ พูดอะไรไม่รู้เรื่อง นะมึง,offensive
410,การทำงานวันจันทร์ น่าสนใจจริงๆ,neutral
411,พวกเพศทางเลือก ไม่มีความเป็นคน ในสังคมไทย,hate
